"pvalue","basemean"
0.000152016273044991,708.602169691234
0.0653372915097422,520.297900552084
0.791505741608326,237.163036796015
0.75880192398293,57.9326331250967
0.693733530342183,0.318098378392895
1.37714621188593e-06,5817.35286765231
0.00658379249242111,1282.10638546592
0.775090090625145,609.892091906969
3.48291128885167e-05,369.342807845239
0.491007401161034,183.237674249271
0.688859909048746,2813.85122198422
0.969733111410147,539.8235458671
0.298977114616636,114.03778409508
0.020832779422202,598.668142741294
0.169883878865575,5.7649879371736
0.00492892433466705,1779.82871935893
0.967813128075446,54.7277288861649
0.722285711563791,785.453250774629
0.0521969058815789,183.860422539257
0.281756620981948,1.42773408312638
0.566050070364765,178.056714274042
0.0777245029004526,1253.63083632383
0.264504860255562,8285.42119089887
0.827759099726085,0.528897429425744
0.895291406125436,0.105978355992386
0.728892634930657,6.89982616366639
0.606742837101907,108.442359160607
0.226465478696518,349.807740878471
1.96630330380578e-05,7168.82575403564
0.00391478673170093,250.508248733712
0.0136692877370427,540.269559761662
0.431105540171331,1065.27029988478
6.00437058784828e-11,377.977300973334
0.00218191196875563,104.516320058985
0.899653132391338,0.742897581513727
0.149995811975888,116.350067230415
0.0725273032285432,851.094610270363
0.0725838941912004,80.1570525284788
5.66260344466284e-23,2546.61419680864
0.189331983925366,4469.51547111392
0.707105802143742,290.814916945508
0.0472094384795746,2117.46434149409
0.0070108138557122,25.5043187098086
0.147025306920957,38.4397332377094
3.28606452975585e-05,1225.35425318088
0.451268714041533,84.8826514051604
0.0984573912097284,1460.11823233908
0.728832278456276,3634.48774846585
0.801476554742228,1224.83873003951
0.527894659060797,1.31744467960502
0.518865450871243,466.436178170793
0.000632550247750306,1237.79987702344
0.0398196253342294,1285.22881396749
0.0359945799152236,78.1202497526934
0.000289365301379346,1035.33054232716
0.788054400385768,478.92540525978
0.408535795397308,2774.56152530307
0.0563637484268592,97.1812428538078
0.414502591088785,365.676604490797
2.57772597835116e-05,914.379014067714
0.453917354566633,12.8074400018354
0.00233882520788881,17.9991680687101
0.9970412090613,150.442543565193
3.66133399428923e-05,412.129049598094
0.537706472057824,1518.08560110584
0.270793855623011,437.433192424783
0.00103219377221848,991.984168983081
0.00387176641965613,2261.97159931419
0.0473965032969855,755.689262420725
0.728852769499394,1118.96464020574
0.574998058041984,211.730039424173
0.721934542785942,0.423579559117188
0.599386508427579,817.882431768421
0.00632736071274574,485.155503010875
0.664135306509928,0.440537329662972
0.337562568162084,10.5601021519313
0.0222645300886241,205.662658797684
0.102818479852701,312.284958714215
0.964988654789123,8.7344713131347
0.169786569941803,75.3292618994688
0.132381312664119,455.353420802124
0.550639858367693,659.20081345802
0.0938320600265925,703.286795125606
0.291853156365636,1017.28736321138
0.000786057752144002,298.031602932061
0.243691194773825,462.126147642249
0.317266572348035,2557.11461763368
0.20436419550979,152.234574365394
0.855824070139071,4.50323559058099
0.882631343839791,0.106141666408122
0.268289727820408,257.216416324544
0.0770477386412075,232.326486404496
0.0719989071526762,422.112505983788
0.0017285971995008,33.6639882396994
0.342211752040768,1697.34334799243
0.257257642539178,850.2536737929
0.189957106000257,4.43390657381216
0.570690543696512,1158.19291492422
0.0501460108295394,210.536598426356
0.811827084358542,2420.4681768065
2.58377345740115e-05,1409.31948532894
0.406403078881742,0.665312578269441
0.564966207690966,642.279555078437
0.00611583615408235,1284.66402414799
0.395332649324757,786.83416691451
0.372919333027617,5169.76693108098
0.288116528400517,1427.9038206891
0.700949860446534,8.38999597244232
0.0485161795799146,2204.04569096216
0.761723984952404,372.381299543716
0.192594796616064,146.243029840321
1.19600773613706e-07,160.284813182945
0.68760722867418,3087.24374595311
0.470676287881886,0.758866986375946
0.000380734919550901,196.878532478252
0.810626387779624,0.132343181971192
8.32865550568935e-08,995.873717984987
2.62594464955229e-05,433.935954113551
0.690187448004781,6741.65389743156
0.919393139208596,0.663910253975736
0.409747870128674,552.268975737327
0.0499898376048415,9.60940043226282
0.216914911442914,1369.86568384903
3.12063264592705e-07,62.9602514242751
0.222976208438678,558.91809892608
0.891367323492575,5.14267439121793
2.02623748530633e-06,1095.51669885864
0.211915628967346,151.89797816819
0.966879953256971,395.717246094476
0.209350949789291,199.74693010171
0.972103474824949,309.169939675899
0.000130283279672405,1142.48962342155
8.7515806588145e-06,1070.42524442213
0.844048230552253,4.02532897537531
2.45839526084122e-07,877.94200094218
0.308652803646926,194.197432235626
0.0858681599902814,85.4649973959592
0.00785506537575932,65.7531749722519
0.644861772971968,1074.50656288024
0.178264180042385,184.225545439981
0.141809568705026,281.023644966221
0.0455759543769111,1101.21213833867
0.4648014116492,2215.88471308054
0.881660107108069,35.5877443492142
0.121870459653218,923.846609000017
0.928525057577884,1.9072849127083
0.972805460889485,438.655324301586
0.930033834012447,148.00765660176
0.000395337249086383,10.2533800835302
0.00920905531910523,1093.98214371166
0.177205487393639,11.657378739661
0.258778419462228,1.7952221831283
0.923954445377352,1.69023585390461
0.379465492524449,781.530450204528
0.896215972303223,0.317437892709065
0.0352664082065552,649.490133090773
0.160739518735289,3290.37386167742
0.882449378926091,1.48106019213459
0.719759188851504,0.68284653274241
0.941357224199983,4253.63112393954
1.46745572918307e-13,427.013218754781
0.227583598444176,128.956657198718
0.812875747904257,0.0893472062780747
0.601162577338541,2.07843634349203
0.721761817015085,0.779888192278321
0.503842674014375,154.038241290885
0.365070609884638,32.2126979562145
0.432439013166263,251.001804971442
0.518432205825134,1827.5221657786
0.0893073433254263,669.426352603154
0.509994364143719,17.9101493865711
0.567430147578249,8.15295893729158
0.408890992646015,451.968409198854
0.208056853285843,647.054653224197
0.529765513002876,210.745140862408
3.66331902119015e-12,1619.47548903829
0.752409174990023,614.137243210657
0.030287134032804,858.947187134284
6.05521718429549e-05,339.643688264593
0.279290569111871,9.80894225185178
0.287834079841933,1.33782134942993
0.605249223051628,1520.21566072976
0.136314441332847,18.0527069639333
0.00253032654948518,301.247719397731
0.305512496461819,102.483271328295
0.649421822645915,5.82700545659315
0.600310782059814,22.3078401199844
